county,year,group,value
Carroll,2020,All Payors,9.616634178037685
Carroll,2021,All Payors,9.526982011992006
Carroll,2022,All Payors,9.031413612565444
Carroll,2023,All Payors,8.672798948751643
Carroll,2024,All Payors,8.189081225033288
Carroll,2018,Medicaid payors,9.380863039399625
Carroll,2019,Medicaid payors,7.853403141361256
Carroll,2020,Medicaid payors,12.569832402234638
Carroll,2021,Medicaid payors,10.802919708029197
Carroll,2022,Medicaid payors,10.714285714285714
Carroll,2023,Medicaid payors,8.585055643879173
Carroll,2024,Medicaid payors,9.915966386554622
Carroll,2018,Private Insurance,9.224011713030746
Carroll,2019,Private Insurance,6.056338028169014
Carroll,2020,Private Insurance,7.100591715976331
Carroll,2021,Private Insurance,8.064516129032258
Carroll,2022,Private Insurance,7.94078061911171
Carroll,2023,Private Insurance,8.914728682170542
Carroll,2024,Private Insurance,7.077326343381389
Carroll,2018,Selected Payors Total,9.292763157894738
Carroll,2019,Selected Payors Total,6.858924395947
Carroll,2020,Selected Payors Total,9.913793103448276
Carroll,2021,Selected Payors Total,9.436722750548647
Carroll,2022,Selected Payors Total,9.257950530035336
Carroll,2023,Selected Payors Total,8.766928011404133
Carroll,2024,Selected Payors Total,8.321060382916052
Catoosa,2018,All Payors,8.91238670694864
Catoosa,2019,All Payors,8.752025931928689
Catoosa,2020,All Payors,8.98716119828816
Catoosa,2021,All Payors,9.423347398030943
Catoosa,2022,All Payors,8.100147275405007
Catoosa,2023,All Payors,8.728943338437979
Catoosa,2024,All Payors,7.396449704142012
Catoosa,2018,Medicaid payors,12.5
Catoosa,2019,Medicaid payors,12.627986348122866
