county,year,value
Muscogee,2022,14.870030581039757
Muscogee,2023,14.746911119968114
Muscogee,2024,14.44759206798867
Newton,2018,13.126843657817108
Newton,2019,14.5985401459854
Newton,2020,11.622464898595943
Newton,2021,14.331210191082802
Newton,2022,12.833827893175073
Newton,2023,14.306463326071169
Newton,2024,15.346534653465346
Oconee,2018,8.454810495626822
Oconee,2019,6.8181818181818175
Oconee,2020,8.259587020648967
Oconee,2021,10.404624277456648
Oconee,2022,7.526881720430108
Oconee,2023,10.21021021021021
Oconee,2024,9.037900874635568
Oglethorpe,2018,10.69182389937107
Oglethorpe,2019,8.241758241758241
Oglethorpe,2020,11.029411764705882
Oglethorpe,2021,10.588235294117647
Oglethorpe,2022,14.754098360655737
Oglethorpe,2023,20.212765957446805
Oglethorpe,2024,14.646464646464647
Paulding,2018,11.525086934923001
Paulding,2019,11.503067484662576
Paulding,2020,12.02818319073981
Paulding,2021,12.760795730228045
Paulding,2022,11.79749187180678
Paulding,2023,10.717703349282298
Paulding,2024,11.756306520704426
Peach,2018,11.824324324324325
Peach,2019,18.61198738170347
Peach,2020,16.352201257861633
Peach,2021,11.481481481481481
Peach,2022,11.029411764705882
Peach,2023,13.356164383561644
Peach,2024,13.829787234042554
Pickens,2018,15.51155115511551
Pickens,2019,11.254019292604502
Pickens,2020,9.824561403508772
Pickens,2021,12.624584717607974
Pickens,2022,12.874251497005988
Pickens,2023,10.850439882697946
Pickens,2024,10.493827160493826
Pierce,2018,17.537313432835823
Pierce,2019,14.107883817427386
Pierce,2020,11.711711711711711
Pierce,2021,13.807531380753138
Pierce,2022,15.708812260536398
Pierce,2023,11.320754716981133
Pierce,2024,15.416666666666668
Pike,2018,15.346534653465346
Pike,2019,9.090909090909092
Pike,2020,12.01923076923077
Pike,2021,11.351351351351353
Pike,2022,15.675675675675677
Pike,2023,7.291666666666667
Pike,2024,13.88888888888889
Polk,2018,12.966252220248666
Polk,2019,10.14760147601476
Polk,2020,9.945750452079565
Polk,2021,7.224334600760455
Polk,2022,12.171052631578947
Polk,2023,14.821124361158432
Polk,2024,14.162348877374784
Pulaski,2018,9
Pulaski,2019,16
Pulaski,2020,13.131313131313133
Pulaski,2021,10.75268817204301
Pulaski,2022,11.956521739130435
Pulaski,2023,9.75609756097561
Pulaski,2024,13.636363636363635
Putnam,2018,15.611814345991561
Putnam,2019,14.957264957264957
Putnam,2020,9.644670050761421
Putnam,2021,11.587982832618025
Putnam,2022,11.557788944723619
Putnam,2023,17.647058823529413
Putnam,2024,12.288135593220339
Quitman,2018,-5
Quitman,2019,-5
Quitman,2020,-5
Quitman,2021,27.27272727272727
Quitman,2022,-5
Quitman,2023,33.33333333333333
Quitman,2024,0
Rabun,2018,9.722222222222223
Rabun,2019,6.790123456790123
Rabun,2020,5.847953216374268
Rabun,2021,12.142857142857142
Rabun,2022,10.303030303030303
Rabun,2023,7.5
Rabun,2024,9.655172413793103
Randolph,2018,17.02127659574468
Randolph,2019,17.56756756756757
Randolph,2020,13.043478260869565
Randolph,2021,14.285714285714285
Randolph,2022,13.725490196078432
Randolph,2023,13.461538461538462
Randolph,2024,22.535211267605636
Richmond,2018,11.421499292786422
Richmond,2019,12.266478674656327
Richmond,2020,12.077294685990339
Richmond,2021,13.173880030372057
Richmond,2022,13.310185185185187
Richmond,2023,11.474778590681556
Richmond,2024,12.596302003081664
Rockdale,2018,12.16931216931217
Rockdale,2019,12.356020942408378
Rockdale,2020,13.284518828451883
Rockdale,2021,13.219616204690832
Rockdale,2022,14.402451481103167
Rockdale,2023,14.51271186440678
Rockdale,2024,16.054564533053515
Schley,2018,-5
Schley,2019,9.25925925925926
Schley,2020,-5
Schley,2021,11.538461538461538
Schley,2022,18.181818181818183
Schley,2023,-5
Schley,2024,10.416666666666668
Screven,2018,11.170212765957446
Screven,2019,8.235294117647058
Screven,2020,12.994350282485875
Screven,2021,12.751677852348994
Screven,2022,10.967741935483872
Screven,2023,13.872832369942195
Screven,2024,12.280701754385964
Seminole,2018,7.317073170731707
Seminole,2019,12.76595744680851
Seminole,2020,16.304347826086957
Seminole,2021,20
Seminole,2022,9.411764705882353
Seminole,2023,9.375
Seminole,2024,11.711711711711711
Spalding,2018,14.610778443113773
Spalding,2019,10.657596371882086
Spalding,2020,14.336917562724013
Spalding,2021,15.467625899280577
Spalding,2022,14.399999999999999
Spalding,2023,13.248407643312103
Spalding,2024,13.867684478371501
